"tenant_id","ip_id","inventory_id","last_modification","observaciones","product_id","stock"
"plazavea","inventory_60221#product_52393","inventory_60221","2024-12-02T08:53:19.682005","Producto agregado al inventario Phillips LLC.","product_52393","2400"
"plazavea","inventory_60237#product_2689","inventory_60237","2024-12-02T08:53:12.898645","Producto agregado al inventario Mckee-Hoffman.","product_2689","5443"
"plazavea","inventory_60237#product_87584","inventory_60237","2024-12-02T08:53:07.340258","Producto agregado al inventario Mckee-Hoffman.","product_87584","4709"
"plazavea","inventory_60249#product_22053","inventory_60249","2024-12-02T08:53:01.521253","Producto agregado al inventario Reeves-Doyle.","product_22053","158"
"plazavea","inventory_60249#product_87623","inventory_60249","2024-12-02T08:53:25.060646","Producto agregado al inventario Reeves-Doyle.","product_87623","16"
"plazavea","inventory_60298#product_44492","inventory_60298","2024-12-02T08:53:28.413925","Producto agregado al inventario Armstrong-Powers.","product_44492","8260"
"plazavea","inventory_60298#product_88165","inventory_60298","2024-12-02T08:53:44.562180","Producto agregado al inventario Armstrong-Powers.","product_88165","8017"
"plazavea","inventory_60298#product_9285","inventory_60298","2024-12-02T08:53:48.902752","Producto agregado al inventario Armstrong-Powers.","product_9285","6650"
"plazavea","inventory_60303#product_21411","inventory_60303","2024-12-02T08:52:22.844838","Producto agregado al inventario Gray LLC.","product_21411","318"
"plazavea","inventory_60370#product_38875","inventory_60370","2024-12-02T08:52:23.289564","Producto agregado al inventario Wilson-Stewart.","product_38875","59"
"plazavea","inventory_6041#product_18243","inventory_6041","2024-12-02T08:53:53.392234","Producto agregado al inventario Fernandez-Nash.","product_18243","3869"
"plazavea","inventory_60412#product_92213","inventory_60412","2024-12-02T08:53:48.526918","Producto agregado al inventario Johnston-Wheeler.","product_92213","334"
"plazavea","inventory_6048#product_78121","inventory_6048","2024-12-02T08:53:39.087083","""Producto agregado al inventario Castro, Copeland and Gray.""","product_78121","3187"
"plazavea","inventory_60485#product_26916","inventory_60485","2024-12-02T08:52:55.441974","""Producto agregado al inventario Adkins, Sanchez and Lopez.""","product_26916","395"
"plazavea","inventory_60495#product_66457","inventory_60495","2024-12-02T08:52:28.858419","""Producto agregado al inventario Chaney, Ortiz and Dominguez.""","product_66457","2165"
"plazavea","inventory_60518#product_23713","inventory_60518","2024-12-02T08:53:48.939220","""Producto agregado al inventario Anderson, Washington and Wood.""","product_23713","1620"
"plazavea","inventory_60518#product_40862","inventory_60518","2024-12-02T08:53:51.034214","""Producto agregado al inventario Anderson, Washington and Wood.""","product_40862","878"
"plazavea","inventory_60535#product_1005","inventory_60535","2024-12-02T08:53:04.120570","""Producto agregado al inventario Hernandez, Ruiz and Chan.""","product_1005","272"
"plazavea","inventory_60535#product_64637","inventory_60535","2024-12-02T08:53:12.905628","""Producto agregado al inventario Hernandez, Ruiz and Chan.""","product_64637","337"
"plazavea","inventory_60566#product_25778","inventory_60566","2024-12-02T08:53:50.813864","Producto agregado al inventario Chen and Sons.","product_25778","1621"
"plazavea","inventory_60582#product_36120","inventory_60582","2024-12-02T08:52:36.461520","""Producto agregado al inventario Mendez, Curry and Robbins.""","product_36120","1863"
"plazavea","inventory_60582#product_71789","inventory_60582","2024-12-02T08:53:21.402275","""Producto agregado al inventario Mendez, Curry and Robbins.""","product_71789","2667"
"plazavea","inventory_60708#product_65308","inventory_60708","2024-12-02T08:53:44.822199","Producto agregado al inventario Abbott-Flores.","product_65308","798"
"plazavea","inventory_60714#product_20256","inventory_60714","2024-12-02T08:53:24.407058","""Producto agregado al inventario Patton, Torres and Wong.""","product_20256","1157"
"plazavea","inventory_60714#product_21473","inventory_60714","2024-12-02T08:53:40.729898","""Producto agregado al inventario Patton, Torres and Wong.""","product_21473","3238"
"plazavea","inventory_60714#product_41249","inventory_60714","2024-12-02T08:52:58.668831","""Producto agregado al inventario Patton, Torres and Wong.""","product_41249","3951"
"plazavea","inventory_60747#product_11180","inventory_60747","2024-12-02T08:52:28.429123","Producto agregado al inventario Rhodes-Smith.","product_11180","1765"
"plazavea","inventory_6079#product_71021","inventory_6079","2024-12-02T08:53:28.077002","""Producto agregado al inventario Sweeney, Barker and Lane.""","product_71021","2553"
"plazavea","inventory_6082#product_27391","inventory_6082","2024-12-02T08:53:44.598632","""Producto agregado al inventario Schmidt, Simon and Benjamin.""","product_27391","209"
"plazavea","inventory_6084#product_33788","inventory_6084","2024-12-02T08:53:52.059739","Producto agregado al inventario Mitchell-Martin.","product_33788","511"
"plazavea","inventory_6084#product_69030","inventory_6084","2024-12-02T08:53:01.198323","Producto agregado al inventario Mitchell-Martin.","product_69030","2173"
"plazavea","inventory_60863#product_7710","inventory_60863","2024-12-02T08:53:06.305074","""Producto agregado al inventario Little, Smith and Baldwin.""","product_7710","152"
"plazavea","inventory_60909#product_21779","inventory_60909","2024-12-02T08:52:29.601452","Producto agregado al inventario Holland Inc.","product_21779","3562"
"plazavea","inventory_60909#product_44503","inventory_60909","2024-12-02T08:52:45.660824","Producto agregado al inventario Holland Inc.","product_44503","2071"
"plazavea","inventory_60926#product_47016","inventory_60926","2024-12-02T08:52:45.906572","Producto agregado al inventario Reyes-Guerra.","product_47016","17"
"plazavea","inventory_60936#product_52393","inventory_60936","2024-12-02T08:52:42.667186","Producto agregado al inventario Wallace and Sons.","product_52393","8023"
"plazavea","inventory_60936#product_54786","inventory_60936","2024-12-02T08:53:44.118195","Producto agregado al inventario Wallace and Sons.","product_54786","4900"
"plazavea","inventory_60936#product_92795","inventory_60936","2024-12-02T08:52:51.512528","Producto agregado al inventario Wallace and Sons.","product_92795","8589"
"plazavea","inventory_6097#product_44821","inventory_6097","2024-12-02T08:52:49.761656","Producto agregado al inventario Jacobs and Sons.","product_44821","3208"
"plazavea","inventory_6097#product_62087","inventory_6097","2024-12-02T08:53:48.339912","Producto agregado al inventario Jacobs and Sons.","product_62087","7839"
"plazavea","inventory_60998#product_25505","inventory_60998","2024-12-02T08:53:47.878046","""Producto agregado al inventario Rose, Harrison and Mejia.""","product_25505","7304"
"plazavea","inventory_61029#product_34623","inventory_61029","2024-12-02T08:52:49.070488","""Producto agregado al inventario Woods, Carter and Vargas.""","product_34623","2876"
"plazavea","inventory_61084#product_60901","inventory_61084","2024-12-02T08:52:52.333565","""Producto agregado al inventario York, Stewart and Rios.""","product_60901","2640"
"plazavea","inventory_61108#product_50447","inventory_61108","2024-12-02T08:52:58.193403","Producto agregado al inventario Chen-Lopez.","product_50447","1843"
"plazavea","inventory_61121#product_62661","inventory_61121","2024-12-02T08:52:52.762289","Producto agregado al inventario Smith-Bean.","product_62661","3256"
"plazavea","inventory_61123#product_22103","inventory_61123","2024-12-02T08:53:21.600435","""Producto agregado al inventario Dominguez, Johnson and Martinez.""","product_22103","6185"
"plazavea","inventory_61145#product_68397","inventory_61145","2024-12-02T08:53:27.617110","""Producto agregado al inventario Suarez, Turner and Boyd.""","product_68397","693"
"plazavea","inventory_61215#product_12725","inventory_61215","2024-12-02T08:53:14.991324","Producto agregado al inventario Little Ltd.","product_12725","6588"
"plazavea","inventory_61219#product_30510","inventory_61219","2024-12-02T08:53:37.522133","Producto agregado al inventario Miller-Brown.","product_30510","4312"
"plazavea","inventory_61222#product_14613","inventory_61222","2024-12-02T08:53:15.301249","Producto agregado al inventario Herrera-Zuniga.","product_14613","113"
"plazavea","inventory_61222#product_74461","inventory_61222","2024-12-02T08:52:47.176712","Producto agregado al inventario Herrera-Zuniga.","product_74461","125"
"plazavea","inventory_61222#product_77184","inventory_61222","2024-12-02T08:53:29.271857","Producto agregado al inventario Herrera-Zuniga.","product_77184","302"
"plazavea","inventory_61222#product_88129","inventory_61222","2024-12-02T08:52:34.878609","Producto agregado al inventario Herrera-Zuniga.","product_88129","310"
"plazavea","inventory_61304#product_20091","inventory_61304","2024-12-02T08:53:34.982010","Producto agregado al inventario Rojas PLC.","product_20091","1547"
"plazavea","inventory_61332#product_40294","inventory_61332","2024-12-02T08:52:52.869739","Producto agregado al inventario Martinez-West.","product_40294","4556"
"plazavea","inventory_61352#product_49221","inventory_61352","2024-12-02T08:52:57.854791","""Producto agregado al inventario Rojas, Tapia and Reynolds.""","product_49221","6993"
"plazavea","inventory_61366#product_75848","inventory_61366","2024-12-02T08:53:45.935225","Producto agregado al inventario Hess Inc.","product_75848","7934"
"plazavea","inventory_61366#product_96146","inventory_61366","2024-12-02T08:53:46.310840","Producto agregado al inventario Hess Inc.","product_96146","3448"
"plazavea","inventory_61408#product_87683","inventory_61408","2024-12-02T08:53:49.259354","""Producto agregado al inventario Hopkins, Webster and Gray.""","product_87683","3867"
"plazavea","inventory_6141#product_10840","inventory_6141","2024-12-02T08:52:56.876254","Producto agregado al inventario Matthews-Davis.","product_10840","3591"
"plazavea","inventory_6141#product_51414","inventory_6141","2024-12-02T08:53:06.363620","Producto agregado al inventario Matthews-Davis.","product_51414","2843"
"plazavea","inventory_6141#product_52710","inventory_6141","2024-12-02T08:53:48.783522","Producto agregado al inventario Matthews-Davis.","product_52710","7951"
"plazavea","inventory_6141#product_61744","inventory_6141","2024-12-02T08:52:39.476758","Producto agregado al inventario Matthews-Davis.","product_61744","8441"
"plazavea","inventory_61421#product_83289","inventory_61421","2024-12-02T08:53:12.667318","""Producto agregado al inventario Williams, Schmidt and Johnson.""","product_83289","720"
"plazavea","inventory_61461#product_54765","inventory_61461","2024-12-02T08:52:32.530745","""Producto agregado al inventario Ho, Scott and Adams.""","product_54765","384"
"plazavea","inventory_61501#product_21319","inventory_61501","2024-12-02T08:52:20.941918","Producto agregado al inventario Proctor-Vazquez.","product_21319","210"
"plazavea","inventory_61515#product_80526","inventory_61515","2024-12-02T08:52:43.441344","Producto agregado al inventario Romero-Stewart.","product_80526","5300"
"plazavea","inventory_61559#product_78646","inventory_61559","2024-12-02T08:53:38.136036","Producto agregado al inventario Reed-Perez.","product_78646","2650"
"plazavea","inventory_61764#product_50003","inventory_61764","2024-12-02T08:53:53.997775","Producto agregado al inventario Campbell and Sons.","product_50003","2757"
"plazavea","inventory_61768#product_13052","inventory_61768","2024-12-02T08:53:35.695716","Producto agregado al inventario Zimmerman PLC.","product_13052","127"
"plazavea","inventory_61768#product_89884","inventory_61768","2024-12-02T08:53:40.835897","Producto agregado al inventario Zimmerman PLC.","product_89884","1450"
"plazavea","inventory_61791#product_31941","inventory_61791","2024-12-02T08:53:18.797806","Producto agregado al inventario Gallagher Ltd.","product_31941","661"
"plazavea","inventory_61836#product_91069","inventory_61836","2024-12-02T08:53:37.856759","Producto agregado al inventario Wilkerson-Atkins.","product_91069","168"
"plazavea","inventory_61945#product_31680","inventory_61945","2024-12-02T08:53:02.939550","Producto agregado al inventario Flores LLC.","product_31680","772"
"plazavea","inventory_61987#product_10763","inventory_61987","2024-12-02T08:53:19.925328","Producto agregado al inventario Garcia-Roberts.","product_10763","1463"
"plazavea","inventory_62016#product_7627","inventory_62016","2024-12-02T08:53:49.862971","Producto agregado al inventario Noble Inc.","product_7627","1296"
"plazavea","inventory_62053#product_81485","inventory_62053","2024-12-02T08:53:02.080413","Producto agregado al inventario Stewart Group.","product_81485","4082"
"plazavea","inventory_62053#product_81772","inventory_62053","2024-12-02T08:52:40.255754","Producto agregado al inventario Stewart Group.","product_81772","198"
"plazavea","inventory_62102#product_95090","inventory_62102","2024-12-02T08:52:45.631008","Producto agregado al inventario Nelson-Underwood.","product_95090","5099"
"plazavea","inventory_62109#product_37121","inventory_62109","2024-12-02T08:53:47.534444","""Producto agregado al inventario Gomez, Kennedy and Day.""","product_37121","176"
"plazavea","inventory_62142#product_18848","inventory_62142","2024-12-02T08:52:24.313891","Producto agregado al inventario Ross PLC.","product_18848","112"
"plazavea","inventory_62201#product_99295","inventory_62201","2024-12-02T08:53:18.343275","Producto agregado al inventario Perez-Fleming.","product_99295","1833"
"plazavea","inventory_62209#product_97342","inventory_62209","2024-12-02T08:52:31.633425","Producto agregado al inventario Farmer-Velez.","product_97342","5971"
"plazavea","inventory_62219#product_5013","inventory_62219","2024-12-02T08:53:39.945902","""Producto agregado al inventario Randolph, Mendoza and Lee.""","product_5013","755"
"plazavea","inventory_62263#product_63332","inventory_62263","2024-12-02T08:53:23.716703","Producto agregado al inventario Thomas-Hayden.","product_63332","555"
"plazavea","inventory_62333#product_11829","inventory_62333","2024-12-02T08:53:37.646487","Producto agregado al inventario Smith-Duncan.","product_11829","132"
"plazavea","inventory_62333#product_73342","inventory_62333","2024-12-02T08:52:55.276082","Producto agregado al inventario Smith-Duncan.","product_73342","69"
"plazavea","inventory_62333#product_75074","inventory_62333","2024-12-02T08:53:20.904695","Producto agregado al inventario Smith-Duncan.","product_75074","515"
"plazavea","inventory_62355#product_57609","inventory_62355","2024-12-02T08:53:37.734259","Producto agregado al inventario Robertson-Adkins.","product_57609","956"
"plazavea","inventory_62399#product_39837","inventory_62399","2024-12-02T08:53:47.589038","Producto agregado al inventario Brown-Miller.","product_39837","2895"
"plazavea","inventory_62481#product_78805","inventory_62481","2024-12-02T08:52:55.425934","Producto agregado al inventario Stuart-Baker.","product_78805","8698"
"plazavea","inventory_62565#product_1289","inventory_62565","2024-12-02T08:53:53.852996","Producto agregado al inventario Leonard PLC.","product_1289","109"
"plazavea","inventory_62565#product_34424","inventory_62565","2024-12-02T08:52:53.493053","Producto agregado al inventario Leonard PLC.","product_34424","2283"
"plazavea","inventory_62565#product_91382","inventory_62565","2024-12-02T08:52:24.033066","Producto agregado al inventario Leonard PLC.","product_91382","1492"
"plazavea","inventory_626#product_29484","inventory_626","2024-12-02T08:53:27.024160","""Producto agregado al inventario Jenkins, Clark and Payne.""","product_29484","2110"
"plazavea","inventory_62699#product_56555","inventory_62699","2024-12-02T08:53:07.857410","""Producto agregado al inventario Acosta, Hanna and Costa.""","product_56555","162"
"plazavea","inventory_62699#product_58683","inventory_62699","2024-12-02T08:52:28.690260","""Producto agregado al inventario Acosta, Hanna and Costa.""","product_58683","2218"
"plazavea","inventory_62699#product_95560","inventory_62699","2024-12-02T08:53:20.780610","""Producto agregado al inventario Acosta, Hanna and Costa.""","product_95560","84"
"plazavea","inventory_627#product_82630","inventory_627","2024-12-02T08:52:41.223877","Producto agregado al inventario Hoover Group.","product_82630","501"
"plazavea","inventory_6272#product_52019","inventory_6272","2024-12-02T08:52:24.266233","Producto agregado al inventario Camacho LLC.","product_52019","260"
"plazavea","inventory_6272#product_94828","inventory_6272","2024-12-02T08:52:55.516218","Producto agregado al inventario Camacho LLC.","product_94828","4374"
"plazavea","inventory_62831#product_21045","inventory_62831","2024-12-02T08:52:26.271478","Producto agregado al inventario Kennedy Inc.","product_21045","327"
"plazavea","inventory_62832#product_17481","inventory_62832","2024-12-02T08:53:13.535462","""Producto agregado al inventario Campbell, Wright and Powers.""","product_17481","1367"
"plazavea","inventory_629#product_52260","inventory_629","2024-12-02T08:53:43.819600","Producto agregado al inventario Garcia PLC.","product_52260","430"
"plazavea","inventory_62914#product_70013","inventory_62914","2024-12-02T08:53:32.061054","""Producto agregado al inventario Hale, Mendoza and Schmitt.""","product_70013","7668"
"plazavea","inventory_62954#product_43954","inventory_62954","2024-12-02T08:53:44.784722","""Producto agregado al inventario Matthews, Long and Miller.""","product_43954","5430"
"plazavea","inventory_63012#product_79821","inventory_63012","2024-12-02T08:52:53.839985","Producto agregado al inventario Smith-Schneider.","product_79821","924"
"plazavea","inventory_63024#product_26951","inventory_63024","2024-12-02T08:52:44.552318","Producto agregado al inventario Mahoney and Sons.","product_26951","849"
"plazavea","inventory_63035#product_40102","inventory_63035","2024-12-02T08:52:58.210324","Producto agregado al inventario Greene LLC.","product_40102","2531"
"plazavea","inventory_63035#product_89180","inventory_63035","2024-12-02T08:52:34.472925","Producto agregado al inventario Greene LLC.","product_89180","162"
"plazavea","inventory_63040#product_56331","inventory_63040","2024-12-02T08:53:15.030413","Producto agregado al inventario Day-Zhang.","product_56331","873"
"plazavea","inventory_63040#product_82036","inventory_63040","2024-12-02T08:53:23.932843","Producto agregado al inventario Day-Zhang.","product_82036","372"
"plazavea","inventory_63056#product_23346","inventory_63056","2024-12-02T08:52:31.323311","Producto agregado al inventario Contreras-Smith.","product_23346","3791"
"plazavea","inventory_63056#product_33652","inventory_63056","2024-12-02T08:52:35.818654","Producto agregado al inventario Contreras-Smith.","product_33652","1651"
"plazavea","inventory_63056#product_68699","inventory_63056","2024-12-02T08:52:33.349924","Producto agregado al inventario Contreras-Smith.","product_68699","126"
"plazavea","inventory_63057#product_6239","inventory_63057","2024-12-02T08:53:47.013792","Producto agregado al inventario Christian Group.","product_6239","4093"
"plazavea","inventory_63096#product_49599","inventory_63096","2024-12-02T08:53:00.032856","""Producto agregado al inventario Hansen, Mitchell and Garcia.""","product_49599","1608"
"plazavea","inventory_63096#product_56108","inventory_63096","2024-12-02T08:52:24.757988","""Producto agregado al inventario Hansen, Mitchell and Garcia.""","product_56108","1393"
"plazavea","inventory_63096#product_6087","inventory_63096","2024-12-02T08:53:04.021782","""Producto agregado al inventario Hansen, Mitchell and Garcia.""","product_6087","6534"
"plazavea","inventory_63096#product_69611","inventory_63096","2024-12-02T08:52:47.222379","""Producto agregado al inventario Hansen, Mitchell and Garcia.""","product_69611","4498"
"plazavea","inventory_63137#product_66583","inventory_63137","2024-12-02T08:53:40.788695","Producto agregado al inventario Thomas-Berry.","product_66583","304"
"plazavea","inventory_63155#product_2297","inventory_63155","2024-12-02T08:52:32.117681","Producto agregado al inventario Valencia-Cruz.","product_2297","4739"
"plazavea","inventory_63155#product_23311","inventory_63155","2024-12-02T08:53:27.081454","Producto agregado al inventario Valencia-Cruz.","product_23311","2771"
"plazavea","inventory_63155#product_32278","inventory_63155","2024-12-02T08:53:14.335763","Producto agregado al inventario Valencia-Cruz.","product_32278","4938"
"plazavea","inventory_63155#product_70520","inventory_63155","2024-12-02T08:53:13.552084","Producto agregado al inventario Valencia-Cruz.","product_70520","4109"
"plazavea","inventory_63212#product_52035","inventory_63212","2024-12-02T08:53:08.171642","""Producto agregado al inventario Schmidt, Barron and Turner.""","product_52035","2398"
"plazavea","inventory_63226#product_14584","inventory_63226","2024-12-02T08:53:45.068991","""Producto agregado al inventario Harvey, Booth and Reyes.""","product_14584","1862"
"plazavea","inventory_63226#product_75221","inventory_63226","2024-12-02T08:52:50.959209","""Producto agregado al inventario Harvey, Booth and Reyes.""","product_75221","4082"
"plazavea","inventory_63241#product_24977","inventory_63241","2024-12-02T08:52:41.633811","Producto agregado al inventario Patterson LLC.","product_24977","5419"
"plazavea","inventory_63241#product_86908","inventory_63241","2024-12-02T08:53:32.719867","Producto agregado al inventario Patterson LLC.","product_86908","2903"
"plazavea","inventory_63249#product_21915","inventory_63249","2024-12-02T08:53:28.710665","""Producto agregado al inventario Young, Williams and Price.""","product_21915","1234"
"plazavea","inventory_63249#product_7359","inventory_63249","2024-12-02T08:52:38.460275","""Producto agregado al inventario Young, Williams and Price.""","product_7359","1470"
"plazavea","inventory_63281#product_13016","inventory_63281","2024-12-02T08:52:48.550187","Producto agregado al inventario Kaiser-Robles.","product_13016","6682"
"plazavea","inventory_63301#product_50548","inventory_63301","2024-12-02T08:53:24.728753","Producto agregado al inventario Sims and Sons.","product_50548","3433"
"plazavea","inventory_63312#product_15151","inventory_63312","2024-12-02T08:52:28.910447","""Producto agregado al inventario Alexander, Thomas and Dennis.""","product_15151","882"
"plazavea","inventory_63316#product_74254","inventory_63316","2024-12-02T08:53:12.583232","""Producto agregado al inventario James, Pearson and Garcia.""","product_74254","2261"
"plazavea","inventory_63393#product_69684","inventory_63393","2024-12-02T08:53:27.980078","""Producto agregado al inventario Carr, Ellis and Turner.""","product_69684","33"
"plazavea","inventory_63467#product_19568","inventory_63467","2024-12-02T08:53:47.742975","Producto agregado al inventario Thomas-Greene.","product_19568","127"
"plazavea","inventory_63482#product_13406","inventory_63482","2024-12-02T08:53:47.439240","""Producto agregado al inventario Watts, Turner and Alvarez.""","product_13406","2182"
"plazavea","inventory_63486#product_23593","inventory_63486","2024-12-02T08:53:20.690867","Producto agregado al inventario Hunt Ltd.","product_23593","418"
"plazavea","inventory_6349#product_6088","inventory_6349","2024-12-02T08:53:51.354605","""Producto agregado al inventario Scott, Walls and Reed.""","product_6088","255"
"plazavea","inventory_63578#product_2814","inventory_63578","2024-12-02T08:53:34.508876","Producto agregado al inventario Brown-Hendrix.","product_2814","4641"
"plazavea","inventory_63578#product_35363","inventory_63578","2024-12-02T08:53:05.848482","Producto agregado al inventario Brown-Hendrix.","product_35363","7487"
"plazavea","inventory_63617#product_33217","inventory_63617","2024-12-02T08:53:19.427359","Producto agregado al inventario Holder Group.","product_33217","1177"
"plazavea","inventory_63617#product_3527","inventory_63617","2024-12-02T08:52:33.909692","Producto agregado al inventario Holder Group.","product_3527","93"
"plazavea","inventory_63630#product_51183","inventory_63630","2024-12-02T08:53:44.629957","""Producto agregado al inventario Hooper, Turner and Hensley.""","product_51183","7078"
"plazavea","inventory_63630#product_64342","inventory_63630","2024-12-02T08:52:31.393980","""Producto agregado al inventario Hooper, Turner and Hensley.""","product_64342","1638"
"plazavea","inventory_63654#product_10811","inventory_63654","2024-12-02T08:53:45.957422","""Producto agregado al inventario Richards, Carter and Mitchell.""","product_10811","625"
"plazavea","inventory_63654#product_25778","inventory_63654","2024-12-02T08:52:58.562915","""Producto agregado al inventario Richards, Carter and Mitchell.""","product_25778","363"
"plazavea","inventory_63654#product_44754","inventory_63654","2024-12-02T08:53:17.833268","""Producto agregado al inventario Richards, Carter and Mitchell.""","product_44754","501"
"plazavea","inventory_63654#product_47738","inventory_63654","2024-12-02T08:53:19.250627","""Producto agregado al inventario Richards, Carter and Mitchell.""","product_47738","68"
"plazavea","inventory_63660#product_11886","inventory_63660","2024-12-02T08:52:35.762599","Producto agregado al inventario Haynes-Pena.","product_11886","1537"
"plazavea","inventory_49891#product_65467","inventory_49891","2024-12-02T08:53:53.587726","Producto agregado al inventario Bowman-Peters.","product_65467","4674"
"plazavea","inventory_49894#product_17575","inventory_49894","2024-12-02T08:49:19.866646","Producto agregado al inventario Giles Inc.","product_17575","2841"
"plazavea","inventory_49894#product_26190","inventory_49894","2024-12-02T08:53:35.175485","Producto agregado al inventario Giles Inc.","product_26190","2999"
"plazavea","inventory_49894#product_37010","inventory_49894","2024-12-02T08:52:44.991891","Producto agregado al inventario Giles Inc.","product_37010","5464"
"plazavea","inventory_4990#product_88547","inventory_4990","2024-12-02T08:53:33.646554","Producto agregado al inventario Silva-Carter.","product_88547","1283"
"plazavea","inventory_49915#product_29046","inventory_49915","2024-12-02T08:52:41.931996","""Producto agregado al inventario Henson, Mays and Contreras.""","product_29046","2138"
"plazavea","inventory_50081#product_52514","inventory_50081","2024-12-02T08:52:30.796776","Producto agregado al inventario Perry-Kelley.","product_52514","4504"
"plazavea","inventory_50081#product_94756","inventory_50081","2024-12-02T08:53:38.569077","Producto agregado al inventario Perry-Kelley.","product_94756","191"
"plazavea","inventory_50120#product_26592","inventory_50120","2024-12-02T08:53:01.425280","Producto agregado al inventario Torres-Simon.","product_26592","2755"
"plazavea","inventory_50140#product_37298","inventory_50140","2024-12-02T08:53:35.835344","Producto agregado al inventario Haley Group.","product_37298","4355"
"plazavea","inventory_50140#product_97519","inventory_50140","2024-12-02T08:53:40.062447","Producto agregado al inventario Haley Group.","product_97519","5444"
"plazavea","inventory_50183#product_48437","inventory_50183","2024-12-02T08:52:38.036161","Producto agregado al inventario Powell-Kelly.","product_48437","5818"
"plazavea","inventory_50207#product_52744","inventory_50207","2024-12-02T08:52:30.177840","""Producto agregado al inventario Webb, Johnson and Sullivan.""","product_52744","2259"
"plazavea","inventory_50249#product_52154","inventory_50249","2024-12-02T08:52:51.005746","Producto agregado al inventario Miller Group.","product_52154","1516"
"plazavea","inventory_50251#product_85554","inventory_50251","2024-12-02T08:53:14.829626","""Producto agregado al inventario Yu, Johnston and Thomas.""","product_85554","449"
"plazavea","inventory_50321#product_32065","inventory_50321","2024-12-02T08:53:23.340946","Producto agregado al inventario Miller LLC.","product_32065","3026"
"plazavea","inventory_50321#product_37365","inventory_50321","2024-12-02T08:53:09.744389","Producto agregado al inventario Miller LLC.","product_37365","4866"
"plazavea","inventory_50362#product_4154","inventory_50362","2024-12-02T08:52:31.292206","""Producto agregado al inventario Stewart, Hernandez and Jennings.""","product_4154","5719"
"plazavea","inventory_50371#product_89257","inventory_50371","2024-12-02T08:52:51.989170","""Producto agregado al inventario Long, Norris and Mills.""","product_89257","2163"
"plazavea","inventory_5040#product_27670","inventory_5040","2024-12-02T08:53:18.275340","Producto agregado al inventario Dudley-Phillips.","product_27670","1744"
"plazavea","inventory_50446#product_68692","inventory_50446","2024-12-02T08:53:37.313558","Producto agregado al inventario Jimenez-Gutierrez.","product_68692","456"
"plazavea","inventory_50467#product_67047","inventory_50467","2024-12-02T08:52:43.585256","Producto agregado al inventario Allen-Ramirez.","product_67047","1874"
"plazavea","inventory_50491#product_75876","inventory_50491","2024-12-02T08:52:52.245895","Producto agregado al inventario Miller-Weaver.","product_75876","6331"
"plazavea","inventory_50508#product_81764","inventory_50508","2024-12-02T08:53:04.584361","""Producto agregado al inventario Anderson, Long and Keller.""","product_81764","4044"
"plazavea","inventory_50508#product_92795","inventory_50508","2024-12-02T08:53:03.928782","""Producto agregado al inventario Anderson, Long and Keller.""","product_92795","4968"
"plazavea","inventory_50508#product_93723","inventory_50508","2024-12-02T08:52:25.290328","""Producto agregado al inventario Anderson, Long and Keller.""","product_93723","1198"
"plazavea","inventory_50547#product_62121","inventory_50547","2024-12-02T08:53:43.567349","Producto agregado al inventario Bryan LLC.","product_62121","2169"
"plazavea","inventory_5056#product_28662","inventory_5056","2024-12-02T08:53:02.903061","""Producto agregado al inventario Bennett, Carter and Thompson.""","product_28662","4606"
"plazavea","inventory_50570#product_81293","inventory_50570","2024-12-02T08:52:43.657772","""Producto agregado al inventario Hardy, Jefferson and Wells.""","product_81293","1827"
"plazavea","inventory_50636#product_13243","inventory_50636","2024-12-02T08:53:33.491173","Producto agregado al inventario Curry-Gregory.","product_13243","3075"
"plazavea","inventory_50636#product_42907","inventory_50636","2024-12-02T08:53:46.170428","Producto agregado al inventario Curry-Gregory.","product_42907","9366"
"plazavea","inventory_50636#product_82457","inventory_50636","2024-12-02T08:53:09.217792","Producto agregado al inventario Curry-Gregory.","product_82457","2821"
"plazavea","inventory_50636#product_91975","inventory_50636","2024-12-02T08:53:50.698721","Producto agregado al inventario Curry-Gregory.","product_91975","6841"
"plazavea","inventory_50666#product_73131","inventory_50666","2024-12-02T08:53:18.641889","""Producto agregado al inventario Robinson, Castillo and Moss.""","product_73131","883"
"plazavea","inventory_50666#product_75593","inventory_50666","2024-12-02T08:53:10.499757","""Producto agregado al inventario Robinson, Castillo and Moss.""","product_75593","1958"
"plazavea","inventory_50666#product_79484","inventory_50666","2024-12-02T08:53:23.894197","""Producto agregado al inventario Robinson, Castillo and Moss.""","product_79484","1423"
"plazavea","inventory_50694#product_48309","inventory_50694","2024-12-02T08:53:13.807557","Producto agregado al inventario Dorsey-Massey.","product_48309","881"
"plazavea","inventory_50694#product_89129","inventory_50694","2024-12-02T08:53:14.468680","Producto agregado al inventario Dorsey-Massey.","product_89129","4610"
"plazavea","inventory_50737#product_47016","inventory_50737","2024-12-02T08:52:46.073716","""Producto agregado al inventario Barrett, Branch and Wade.""","product_47016","3854"
"plazavea","inventory_50749#product_17251","inventory_50749","2024-12-02T08:52:28.533662","""Producto agregado al inventario Roberson, Ponce and Oconnell.""","product_17251","3098"
"plazavea","inventory_50796#product_31536","inventory_50796","2024-12-02T08:52:56.976148","Producto agregado al inventario Mills LLC.","product_31536","3791"
"plazavea","inventory_50796#product_41279","inventory_50796","2024-12-02T08:53:04.520005","Producto agregado al inventario Mills LLC.","product_41279","3949"
